2022-02-21T07:39:53.143Z|ProductID set success
2022-02-21T07:39:53.143Z|License init success
2022-02-21T07:39:53.163Z|info | Dp4VO/yLznZ3PvJCH1un6yleQeMqxN8ROMGdIR7hWfI=|decListToken
2022-02-21T07:39:55.426Z|Lic Read success
2022-02-21T07:39:55.426Z|Data from Lic Read success
2022-02-21T07:39:55.426Z|Signature read success
2022-02-21T07:39:55.426Z|Data read success
2022-02-21T07:39:55.426Z|Data ready to decrypt
2022-02-21T07:39:55.436Z|Data decrypt success
2022-02-21T07:39:55.436Z|Data split success
2022-02-21T07:39:55.436Z|KeyId set success
2022-02-21T07:39:55.436Z|Key set success
2022-02-21T07:39:55.436Z|ProductID set success
2022-02-21T07:39:55.436Z|License init success
2022-02-21T07:39:55.456Z|info | encListToken
2022-02-21T07:44:19.934Z|Lic Read success
2022-02-21T07:44:19.934Z|Data from Lic Read success
2022-02-21T07:44:19.934Z|Signature read success
2022-02-21T07:44:19.934Z|Data read success
2022-02-21T07:44:19.935Z|Data ready to decrypt
2022-02-21T07:44:19.942Z|Data decrypt success
2022-02-21T07:44:19.942Z|Data split success
2022-02-21T07:44:19.942Z|KeyId set success
2022-02-21T07:44:19.942Z|Key set success
2022-02-21T07:44:19.942Z|ProductID set success
2022-02-21T07:44:19.942Z|License init success
2022-02-21T07:44:20.016Z|Hashing pdf
2022-02-21T07:44:20.016Z|TransactionId: 202202210747200166c736aed683340f6b1350a0d69caec7b
2022-02-21T07:44:20.016Z|1) Pdf mrcertificate processing....
2022-02-21T07:44:20.024Z|Pdf: read success
2022-02-21T07:44:20.026Z|Pdf: genearting appearance....
2022-02-21T07:44:20.026Z|Pdf: genearting appearance.... text added
2022-02-21T07:44:20.026Z|Pdf: genearting appearance.... position set
2022-02-21T07:44:20.029Z|Pdf: appearance generated successfully
